Title;Warm Price;Cold Price;Utilities Cost;Deposit;Room Size (m²);Number of Rooms;Level;Location;Amenities;Env;Year of Construction;Elevator;Parking;Kitchen;Balcony;Garden;Terrace;Move-in Date;Efficiency Class;Energy Source;Energy Demand;Link
Schönes Studio im Herzen Neuköllns;950;650;300;;39;1;"1
                                                                                    von 5";;Keller;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;1.4.2025;;Gas;;https://www.wohnungsboerse.net/immodetail/36698769
"Studiowohnung mit Südbalkon &amp; separater Küche – ab sofort";"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>28,75";1150;;;40;1;"5
                                                                                    von 5";;Aufzug, Tiere erlaubt;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;3.2.2025;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36698772
Super helle 3-Zimmer-Dachgeschosswohnung mit geh. Innenausstattung mit EBK;1600;1400;200;;73;3;"5
                                                                                    von 5";;Keller, Tiere erlaubt, Energieausweis in Vorbereitung;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;15.2.2025;;Gas;;https://www.wohnungsboerse.net/immodetail/36698745
Renovierte riesige Altbauwohnung, wunderschön und in bester Lage;2427;2027;400;;193;6.5;"4
                                                                                    von 5"; 10777 Berlin, Schöneberg;Keller, Altbau;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;1.3.2025;;;;https://www.wohnungsboerse.net/immodetail/36698758
Erstklassige City-West-Lage/Erstbezug/Hochwertiges Penthouse/EBK, Aufdachterrasse mit Panoramblick;3800;3380;420;;140.28;3.5;"7
                                                                                    von 7"; 10719 Berlin, Wilmersdorf;Aufzug, Bedarfsausweis;;2024;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;sofort;B;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36698662
Ansprechende 1-Zimmer-Wohnung in bester Lage;1100;850;250;;17;1;;;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Ab sofort bezugsfrei;;;;https://www.wohnungsboerse.net/immodetail/36698640
Erstbezug nach Sanierung – Stilvolle 1-Zimmer-Wohnung im Brüsseler Kiez;919;789;130;;42;1;"1
                                                                                    von 5";;Keller, Tiere erlaubt, liegt vor;;1908;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;1.3.2025;;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36698617
Max 1  Person - Max. 3 Jahre, renovierte 2-Zimmer Souterrain-Apartm.  moderner Küche in Altbau-Villa;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>25,49";892;;;35;2;; 14163 Berlin, Zehlendorf;Altbau;;2018;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;01.05.2025;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36692499
4 Zimmerwohnung mit 4 Badezimmern, EBK und HWR;3459,67;2919,67;540;;149.58;4;"4
                                                                                    von 4"; 10999 Berlin, Kreuzberg;Aufzug;;1912;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36084775
4-Zimmerwohnung mit Terrasse sucht Handwerker;1536,28;1166,28;370;;101.77;4;; 13587 Berlin, Spandau;Aufzug, Keller, Tiere erlaubt, Verbrauchsausweis;;1997;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;sofort;C;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36576559
Erstklassige City-West-Lage/Hochwertiger Neubau im Erstbezug/EBK, Balkon/Ruhiglage, Weit-/Grünblick;1735,66;1540,66;195;;65.56;2;"5
                                                                                    von 7"; 10719 Berlin, Wilmersdorf;Aufzug, Neubau, Bedarfsausweis;;2024;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.01.2025;B;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36586309
ruhiges Gartenhaus mit großzügiger Maisonettwohnung;2980;2475;505;;157.02;6;; 13086 Berlin, Weißensee;Tiere erlaubt, Bedarfsausweis;;2015;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;01.03.2025;C;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36641886
Max 1  Person - Max. 3 Jahre, renovierte 2-Zimmer Souterrain-Apartm.  moderner Küche in Altbau-Villa;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>25,49";892;;;35;2;; 14163 Berlin, Zehlendorf;Altbau;;2018;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;01.05.2025;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36595568
Wohnungstausch: Waldenserstraße 16;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>11,54";450;;;39;1;; Berlin, Tiergarten;;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/35352723
Tauschwohnung: Moderne 2-Zimmer Wohnung mit Balkon + EBK;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>14,19";880;;;62;2;;;Aufzug, Keller, Tiere erlaubt;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36634286
Für Singles, Paare und Pendler - mit EBK, Smart Home-Features und Loggia *Winter-Aktion*;1760,32;1450;310,32;;63.33;2;"3
                                                                                    von 7"; 10557 Berlin, Tiergarten;Loggia, Aufzug, Keller, Tiere erlaubt, Bedarfsausweis;;2022;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;C;Fernwärme;;https://www.wohnungsboerse.net/immodetail/35328437
Herrliche Gründerzeit-Altbauwohnung in bester Lage mit großer Terrasse+Garten;4200;3400;800;;220;4;;;Keller, Altbau, KWK, Verbrauchsausweis;;1906;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Verfügbar;ab sofort;E;;;https://www.wohnungsboerse.net/immodetail/36678086
Möbliertes Wohnen am Erkelenzdamm;4279,60;3700;579,60;;161.04;4;"4
                                                                                    von 4"; 10999 Berlin, Kreuzberg;Möbliert, Aufzug;;1912;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/35372493
Exklusive 4 Zimmer Neubauwohnung im Erstbezug mit Eckterrasse;2325,08;1819,78;505,30;;108.57;4;"4
                                                                                    von 5"; 13089 Berlin, Konradshöhe;Aufzug, Keller, Neubau, Bedarfsausweis;;2025;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;sofort;B;Gas;;https://www.wohnungsboerse.net/immodetail/36696386
Geschmackvolle 2-Raum-Wohnung mit gehobener Innenausstattung mit EBK in Berlin Plänterwald (Treptow);1500;1250;250;;59.34;2;"1
                                                                                    von 4"; 12437 Berlin, Plänterwald;Aufzug, Keller, Tiere erlaubt, Behindertengerecht;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36696339
Schöne ,ruhige 2,5-Zimmer-Wohnung in Berlin Mitte zur Untermiete ,WG möglich.;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>25,71";1800;;;70;2.5;"3
                                                                                    von 3";;Tiere erlaubt;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;30.01.2025;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36696359
Ruhige und helle 1-Zimmerwohnung zum Garten nähe Mauerpark;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>15,32";525;;;34.28;1;; 10437 Berlin, Prenzlauer Berg;Keller, Tiere erlaubt, Bedarfsausweis;;1906;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;15.2.2025;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36696269
Exklusive Wohnung mit traumhaftem Wasserblick in der Wendenschloßstraße;1074,72;900;174,72;;43.68;2;3; 12557 Berlin, Köpenick;Aufzug, Keller, Tiere erlaubt, Bedarfsausweis;;2021;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36403113
Charmante 3-Zimmer-Wohnung mit Dachterrasse in Berlin - Kreuzberg!;2455;2100;355;;120.22;4;"3
                                                                                    von 4"; 10999 Berlin, Kreuzberg;Verbrauchsausweis, NOT_APPLICABLE;;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Sofort;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36643822
Große repräsentative Wohnung im Herzen von Berlin Mitte - auch teilgewerbliche Nutzung;4000,99;3334,99;666;;180;6;"2
                                                                                    von 5";;Aufzug, Energieausweis nicht notwendig (Denkmalschutz);;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;3.2.2025;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36646525
Bequem und trendy Wohnen in Neukölln!;825;740;85;;22.42;1;"1
                                                                                    von 6"; 12051 Berlin, Neukölln;Aufzug, Umweltwärme, Bedarfsausweis, A+;;2023;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.02.2025;;;;https://www.wohnungsboerse.net/immodetail/36696258
Renovierte 3ZM.-Wohnung mit gehobener Innenausstattung/Wedding/ am U-Bhf. Seestraße (U6);1680;1500;180;;90;3;; 13347 Berlin, Wedding;Tiere erlaubt, Behindertengerecht, Bedarfsausweis;;1906;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;10.1.2025;F;;;https://www.wohnungsboerse.net/immodetail/36519440
Exklusive 1-Zimmer-Dachgeschosswohnung komplett möbliert mit Dachterrasse;1310;1000;310;;57;1;"5
                                                                                    von 5"; 10318 Berlin, Karlshorst;Möbliert, Aufzug, Tiere erlaubt, Behindertengerecht;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;1.5.2025;;;;https://www.wohnungsboerse.net/immodetail/36629893
Erstbezug nach Sanierung und Einbauküche: Exklusive 2-Zimmer-Wohnung mit geh. Innenausstattung;1334;1218;116;;58;2;"1
                                                                                    von 2";;liegt vor;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;1.3.2025;;;;https://www.wohnungsboerse.net/immodetail/36696252
Exklusives Penthouse mit Blick auf den Fernsehturm und Berliner Dom;5477,87;4830;647,87;;210;4;"5
                                                                                    von 5";;Aufzug, Keller, Behindertengerecht, Bedarfsausweis;;2018;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;B;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36696227
Erstbezug nach Sanierung: Exklusive 2-Zimmer-Maisonette-Wohnung mit geh. Innenausstattung;2585;2200;385;;104;2;;;Aufzug, Keller, Tiere erlaubt, Energieausweis in Vorbereitung;;1995;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;30.1.2025;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36696237
Stilvolle 1-Zimmer-Wohnung als Erstbezug nach Sanierung;1400;1220;180;;48;1;"1
                                                                                    von 3";;Aufzug, Keller, Tiere erlaubt, Energieausweis in Vorbereitung;;1995;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;30.1.2025;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36696238
Möbliertes 1 Zimmer Apartment am Volkspark / ALL INCLUSIVE;1190;750;440;;39;1;1;;Möbliert;;1908;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;;;https://www.wohnungsboerse.net/immodetail/36696161
Große Maisonette-Wohnung am Schloss Charlottenburg - Senioren WG o. Mehrgenerationenhaushalt;3150;2550;600;;182;4;"3
                                                                                    von 4"; 14059 Berlin, Charlottenburg;Aufzug, Keller, Tiere erlaubt;;2014;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36696162
"&quot;Haus am Wiesenweg&quot;  2-Zimmerwohnung im neu hergerichteten Bestandsgebäude";1184,25;974,25;210;;64.95;2;"2
                                                                                    von 3"; 12524 Berlin, Altglienicke;Aufzug, Behindertengerecht, Bedarfsausweis;;2019;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;nach Vereinbarung;B;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36696177
Tauschwohnung: 1- Zimmerwohnung;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>10,43";386;;;37;1;2;;Aufzug, Keller;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36696186
Schöne 4-Zimmer Wohnung ab 01.02.2025 Otto-Franke-Str. 60A, DG;1761,55;1502,55;259;;85.86;4;; 12489 Berlin, Adlershof;Keller, Bedarfsausweis;;2017;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.03.2025;C;Fernwärme;;https://www.wohnungsboerse.net/immodetail/35580843
MÖBLIERTE APARTMENTS! PAUSCHALMIETE INKL. STROM UND INTERNET!;911;747;164;;25.77;1;"3
                                                                                    von 5"; 10317 Berlin, Lichtenberg;Aufzug, Behindertengerecht, KWK, Bedarfsausweis;;2021;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;A;;;https://www.wohnungsboerse.net/immodetail/36696158
"2 rooms Apartment - Recently Renovated &amp; Furnished!";1400;1200;200;;42;2;"1
                                                                                    von 5"; 10245 Berlin, Friedrichshain;Keller, Tiere erlaubt;;1900;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;3.2.2025;;;;https://www.wohnungsboerse.net/immodetail/36696108
Attraktive Neubauwohnung in Reinickendorf;748;590;158;;53.96;2;"2
                                                                                    von 5"; 13403 Berlin, Wittenau;Aufzug, Neubau, Tiere erlaubt, Verbrauchsausweis;;1992;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;nach Vereinbarung;D;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36696115
3 Raum mit Balkon - keine WBS Vermietung;1410,25;1156,65;253,60;;77.11;3;"4
                                                                                    von 4"; 12683 Berlin, Biesdorf;Aufzug, Tiere erlaubt, Bedarfsausweis;;2018;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;ab sofort;A;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36077900
;2570;2070;500;;90;2.5;"6
                                                                                    von 6";;Aufzug, Keller, Bedarfsausweis;;2021;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;sofort;B;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36609472
Wunderschönes Studio direkt am Viktoria Luise Platz;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>31,20";780;;;25;1;"3
                                                                                    von 5"; 10777 Berlin, Schöneberg;Energieausweis nicht notwendig (Denkmalschutz);;1905;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;1.3.2025;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36696090
Neubau - hier wird sich Ihre Familie wohlfühlen;1811,65;1444,01;367,64;;87.12;4;1; 12557 Berlin, Köpenick;Aufzug, Keller, Neubau;;2024;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36696049
Modern wohnen am Potsdamer Platz – provisionsfrei und direkt im Herzen Berlins!;1486,70;1186,70;300;;62.54;2;"6
                                                                                    von 10"; 10785 Berlin, Tiergarten;Aufzug, Keller, Behindertengerecht, Verbrauchsausweis;;1998;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.02.2025;;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36696059
Tauschwohnung: 1.5 40m2 Wohnung in Rixdorf Neukölln VS. 65m2;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>16,75";670;;;40;1.5;;;Keller, Tiere erlaubt;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36696042
Tauschwohnung: Neubau: Zwei Zimmer-Wohnung. Suchen 3-Zimmer;1300;1150;150;;63;2;;;Aufzug, Keller, Neubau, Tiere erlaubt;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;;;;https://www.wohnungsboerse.net/immodetail/36696043
Luxuriöse 3-Zimmer Wohnung in Kladow;1700;1450;250;;89;3;"1
                                                                                    von 3";;Keller, Verbrauchsausweis;;2019;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;1.4.2025;C;Gas;;https://www.wohnungsboerse.net/immodetail/36696044
Leben am Wasser nahe der Altstadt Köpenick;1497,29;1197,12;300,17;;71.13;3;; 12557 Berlin, Köpenick;Aufzug, Keller;;2024;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36696048
Vier-Zimmer-Altbauwohnung in belebter Lage 2.OG re.;2990;2490;500;;131;4;2;;Altbau, Verbrauchsausweis;;1917;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nach Vereinbarung;E;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36696026
3 Studenten oder Azubis gesucht für WG, Anmietung nur mit Nachweis!;1169,88;835,82;334,06;;76.07;3;"7
                                                                                    von 8"; 12679 Berlin, Marzahn;Aufzug, Tiere erlaubt, Bedarfsausweis;;2020;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;ab sofort;A;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36695997
Zwischen Eastside-Gallery und Spree! - Moderne 2 Zimmer mit Balkon und Spreeblick!;1735,84;1467,84;268;;61.16;2;"9
                                                                                    von 11"; 10243 Berlin, Friedrichshain;Aufzug, Tiere erlaubt, KWK, Bedarfsausweis;;2018;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;15.02.2025;A;;;https://www.wohnungsboerse.net/immodetail/36696011
Ausgezeichnetes Studio im Fritz Tower mit Gym und Concierge;1189;999;190;;24;1;"5
                                                                                    von 17"; 10557 Berlin, Tiergarten;Bedarfsausweis;;2020;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;keine Angabe;A;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36695960
Zentral und geräumig in Wedding wohnen: 3-Zi-Whg mit Balkon zur Miete;1555;1250;305;;74;3;"2
                                                                                    von 6"; 13347 Berlin, Wedding;Keller, Tiere erlaubt, Verbrauchsausweis;;1961;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36043900
MÖBLIERTE,  LUXURIÖSE 4,5 -ZIMMER DACHGESCHOSS-WOHNUNG IN BEGEHRTER LAGE !!;2780;2250;530;;142;4.5;"5
                                                                                    von 5";;Keller, Energieausweis in Vorbereitung;;1988;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;keine Angabe;;Gas;;https://www.wohnungsboerse.net/immodetail/36695889
2-Zimmer Maisonette-Wohnung mit Dachterrasse;1800;1450;350;;104.76;2;; 13156 Berlin, Niederschönhausen;Aufzug, Verbrauchsausweis;;1999;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Verfügbar;01.04.2025 oder eher;;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/36695899
Hochwertiges 3 Zimmer City-Apartment voll ausgestattet;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>22,14";1550;;;70;3;2;;Energieausweis nicht notwendig (Denkmalschutz);;;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.03.2025;;Gas;;https://www.wohnungsboerse.net/immodetail/36695903
Wohnen in grüner Umgebung / 2-ZImmer* Balkon* Keller* Tiefgarage* Abstellkammer*;1080;900;180;;58.04;2;"1
                                                                                    von 6"; 12557 Berlin, Köpenick;Aufzug, Garage, Keller, Abstellkammer, Tiere erlaubt, Behindertengerecht, Bedarfsausweis;;2014;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.03.2025;;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36695842
Großzügig Dachterrassenwohnung im Neubau die alles hat;1760,04;1478,15;281,89;;88.09;4;"4
                                                                                    von 5"; 12439 Berlin, Niederschöneweide;Aufzug, Neubau, KWK, Bedarfsausweis;;2025;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Verfügbar;01.02.2025;B;;;https://www.wohnungsboerse.net/immodetail/36695845
Diese schöne Neubauwohnung wartet auf Sie;1207,20;1019,58;187,62;;58.63;2;"3
                                                                                    von 5"; 12439 Berlin, Niederschöneweide;Aufzug, Neubau, KWK, Bedarfsausweis;;2025;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.02.2025;B;;;https://www.wohnungsboerse.net/immodetail/36695847
Hier mieten Sie auch den schönen großen Balkon;1498,58;1255,16;243,42;;76.07;3;; 12439 Berlin, Niederschöneweide;Aufzug, KWK, Bedarfsausweis;;2025;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;01.02.2025;B;;;https://www.wohnungsboerse.net/immodetail/36695850
1 Zimmer-Appartement, voll möbliert - nur für Studenten, Azubis, Doktoranden;644;499;145;;19.5;1;5; 13347 Berlin, Wedding;Möbliert, Aufzug, Keller, Energieausweis in Vorbereitung;;2018;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.03.2025;;;;https://www.wohnungsboerse.net/immodetail/36695864
Beautiful attic in the Florakiez;"kA </td> </tr> </table> <table class=""w-full [&_td]:py-2 mt-4""> <tr> <td class=""w-3/5 text-fg-muted"">Preis/m²:</td> <td>31,63";1550;;;49;2;5;;;;;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;01.03.25;;;;https://www.wohnungsboerse.net/immodetail/36695866
3-Zimmer - Neubau mit 2 Gärten;2100;1700;400;;80.85;3;; 12169 Berlin, Steglitz;Aufzug, Keller, Neubau, Tiere erlaubt, KWK, Bedarfsausweis;;2017;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;01.03.2025;;;;https://www.wohnungsboerse.net/immodetail/36695788
nah zum Lindencenter, 2 Bäder mit Balkon, hell und geräumig!;1398;1073;325;;74;3;"6
                                                                                    von 7"; 13053 Berlin, Neu-Hohenschönhausen;Aufzug, Keller, Behindertengerecht, Bedarfsausweis;;2022;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;;;https://www.wohnungsboerse.net/immodetail/36695800
3-Zimmer-Wohnung ohne WBS;1929,82;1602;327,82;;89;3;"4
                                                                                    von 5"; 10365 Berlin, Lichtenberg;Aufzug, Keller, Behindertengerecht, Bedarfsausweis;;2018;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;Nicht verfügbar;sofort;B;;;https://www.wohnungsboerse.net/immodetail/36695801
Familienfreundliche und barrierefreie Wohnung mit Gartenanteil;2040,53;1500,53;540;;119.09;4;; 14169 Berlin, Zehlendorf;Aufzug, Keller, Behindertengerecht;;1993;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;04.03.25;D;Zentralheizung;;https://www.wohnungsboerse.net/immodetail/35476874
"TACHELES - Möblierte 2-Zi-Whg mit Pool &amp; Gym";2200;1800;400;;48.73;2;"2
                                                                                    von 7"; 10117 Berlin, Mitte;Möbliert, Aufzug, Keller, Behindertengerecht, Bedarfsausweis;;2018;Nicht verfügbar;Nicht verfügbar;Verfügbar;Verfügbar;Verfügbar;Nicht verfügbar;1.2.2025;B;Fernwärme;;https://www.wohnungsboerse.net/immodetail/36611710
